"","Cell","Cell_type"
"1440","C_1440","Endothelial cell (endothelial to mesenchymal transition)"
"1441","C_1441","AT2 cell"
"1442","C_1442","Endothelial cell (endothelial to mesenchymal transition)"
"1443","C_1443","Endothelial cell (endothelial to mesenchymal transition)"
"1444","C_1444","Endothelial cell (endothelial to mesenchymal transition)"
"1445","C_1445","Endothelial cell (endothelial to mesenchymal transition)"
"1446","C_1446","Fetal stromal cell"
"1447","C_1447","Endothelial cell (endothelial to mesenchymal transition)"
"1448","C_1448","Endothelial cell (endothelial to mesenchymal transition)"
"1449","C_1449","Endothelial cell (endothelial to mesenchymal transition)"
"1450","C_1450","Endothelial cell (endothelial to mesenchymal transition)"
"1451","C_1451","AT2 cell"
"1452","C_1452","Endothelial cell (endothelial to mesenchymal transition)"
"1453","C_1453","Fetal mesenchymal progenitor"
"1454","C_1454","AT2 cell"
"1455","C_1455","Endothelial cell (endothelial to mesenchymal transition)"
"1456","C_1456","Endothelial cell (endothelial to mesenchymal transition)"
"1457","C_1457","Fetal mesenchymal progenitor"
"1458","C_1458","AT2 cell"
"1459","C_1459","Endothelial cell (endothelial to mesenchymal transition)"
"1460","C_1460","Endothelial cell (endothelial to mesenchymal transition)"
"1461","C_1461","Endothelial cell (endothelial to mesenchymal transition)"
"1462","C_1462","Endothelial cell (endothelial to mesenchymal transition)"
"1463","C_1463","AT2 cell"
"1464","C_1464","Endothelial cell (endothelial to mesenchymal transition)"
"1465","C_1465","Endothelial cell (endothelial to mesenchymal transition)"
"1466","C_1466","Endothelial cell (endothelial to mesenchymal transition)"
"1467","C_1467","Endothelial cell (endothelial to mesenchymal transition)"
"1468","C_1468","Endothelial cell (endothelial to mesenchymal transition)"
"1469","C_1469","Fetal mesenchymal progenitor"
"1470","C_1470","Stromal cell"
"1471","C_1471","Endothelial cell (endothelial to mesenchymal transition)"
"1472","C_1472","Endothelial cell (endothelial to mesenchymal transition)"
"1473","C_1473","Endothelial cell (endothelial to mesenchymal transition)"
"1474","C_1474","AT2 cell"
"1475","C_1475","Smooth muscle cell"
"1476","C_1476","Endothelial cell (endothelial to mesenchymal transition)"
"1477","C_1477","Endothelial cell (endothelial to mesenchymal transition)"
"1478","C_1478","Endothelial cell (endothelial to mesenchymal transition)"
"1479","C_1479","Endothelial cell (endothelial to mesenchymal transition)"
"1480","C_1480","Stromal cell"
"1481","C_1481","Endothelial cell (endothelial to mesenchymal transition)"
"1482","C_1482","Endothelial cell (endothelial to mesenchymal transition)"
"1483","C_1483","Endothelial cell (endothelial to mesenchymal transition)"
"1484","C_1484","Endothelial cell (endothelial to mesenchymal transition)"
"1485","C_1485","Endothelial cell (endothelial to mesenchymal transition)"
"1486","C_1486","Endothelial cell (endothelial to mesenchymal transition)"
"1487","C_1487","Endothelial cell (endothelial to mesenchymal transition)"
"1488","C_1488","Endothelial cell (endothelial to mesenchymal transition)"
"1489","C_1489","Endothelial cell (endothelial to mesenchymal transition)"
"1490","C_1490","Endothelial cell (endothelial to mesenchymal transition)"
"1491","C_1491","Endothelial cell (endothelial to mesenchymal transition)"
"1492","C_1492","Endothelial cell (endothelial to mesenchymal transition)"
"1493","C_1493","Stromal cell"
"1494","C_1494","Endothelial cell (endothelial to mesenchymal transition)"
"1495","C_1495","Stromal cell"
"1496","C_1496","Endothelial cell (endothelial to mesenchymal transition)"
"1497","C_1497","Endothelial cell (APC)"
"1498","C_1498","Endothelial cell (endothelial to mesenchymal transition)"
"1499","C_1499","Endothelial cell (endothelial to mesenchymal transition)"
"1500","C_1500","Endothelial cell (endothelial to mesenchymal transition)"
"1501","C_1501","Endothelial cell (endothelial to mesenchymal transition)"
"1502","C_1502","Endothelial cell (APC)"
"1503","C_1503","Endothelial cell (endothelial to mesenchymal transition)"
"1504","C_1504","Fibroblast"
"1505","C_1505","Stromal cell"
"1506","C_1506","Endothelial cell (endothelial to mesenchymal transition)"
"1507","C_1507","Endothelial cell (endothelial to mesenchymal transition)"
"1508","C_1508","Endothelial cell (endothelial to mesenchymal transition)"
"1509","C_1509","Endothelial cell (endothelial to mesenchymal transition)"
"1510","C_1510","Endothelial cell (endothelial to mesenchymal transition)"
"1511","C_1511","Endothelial cell (endothelial to mesenchymal transition)"
"1512","C_1512","Endothelial cell (endothelial to mesenchymal transition)"
"1513","C_1513","Endothelial cell (endothelial to mesenchymal transition)"
"1514","C_1514","Endothelial cell (endothelial to mesenchymal transition)"
"1515","C_1515","Endothelial cell (endothelial to mesenchymal transition)"
"1516","C_1516","Endothelial cell (endothelial to mesenchymal transition)"
"1517","C_1517","Endothelial cell (endothelial to mesenchymal transition)"
"1518","C_1518","Endothelial cell (endothelial to mesenchymal transition)"
"1519","C_1519","Endothelial cell (endothelial to mesenchymal transition)"
"1520","C_1520","Endothelial cell (endothelial to mesenchymal transition)"
"1521","C_1521","Endothelial cell (endothelial to mesenchymal transition)"
"1522","C_1522","Fetal mesenchymal progenitor"
"1523","C_1523","Endothelial cell (endothelial to mesenchymal transition)"
"1524","C_1524","Endothelial cell (endothelial to mesenchymal transition)"
"1525","C_1525","Endothelial cell (endothelial to mesenchymal transition)"
"1526","C_1526","Endothelial cell (APC)"
"1527","C_1527","Stromal cell"
"1528","C_1528","Endothelial cell (endothelial to mesenchymal transition)"
"1529","C_1529","Endothelial cell (endothelial to mesenchymal transition)"
"1530","C_1530","Endothelial cell (endothelial to mesenchymal transition)"
"1531","C_1531","Endothelial cell (endothelial to mesenchymal transition)"
"1532","C_1532","Endothelial cell (endothelial to mesenchymal transition)"
"1533","C_1533","Endothelial cell (endothelial to mesenchymal transition)"
"1534","C_1534","Endothelial cell (endothelial to mesenchymal transition)"
"1535","C_1535","Endothelial cell (endothelial to mesenchymal transition)"
"1536","C_1536","Endothelial cell (endothelial to mesenchymal transition)"
"1537","C_1537","Endothelial cell (endothelial to mesenchymal transition)"
"1538","C_1538","AT2 cell"
"1539","C_1539","Endothelial cell (endothelial to mesenchymal transition)"
"1540","C_1540","Endothelial cell (endothelial to mesenchymal transition)"
"1541","C_1541","Stromal cell"
"1542","C_1542","Endothelial cell (endothelial to mesenchymal transition)"
"1543","C_1543","Endothelial cell (endothelial to mesenchymal transition)"
"1544","C_1544","Endothelial cell (endothelial to mesenchymal transition)"
"1545","C_1545","Endothelial cell (endothelial to mesenchymal transition)"
"1546","C_1546","Endothelial cell (endothelial to mesenchymal transition)"
"1547","C_1547","Endothelial cell (endothelial to mesenchymal transition)"
"1548","C_1548","Fibroblast"
"1549","C_1549","Endothelial cell (endothelial to mesenchymal transition)"
"1550","C_1550","Endothelial cell (endothelial to mesenchymal transition)"
"1551","C_1551","Endothelial cell (endothelial to mesenchymal transition)"
"1552","C_1552","Endothelial cell (endothelial to mesenchymal transition)"
"1553","C_1553","Endothelial cell (endothelial to mesenchymal transition)"
"1554","C_1554","Endothelial cell (endothelial to mesenchymal transition)"
"1555","C_1555","Fetal mesenchymal progenitor"
"1556","C_1556","Endothelial cell (endothelial to mesenchymal transition)"
"1557","C_1557","Stromal cell"
"1558","C_1558","AT2 cell"
"1559","C_1559","Endothelial cell (endothelial to mesenchymal transition)"
"1560","C_1560","Endothelial cell (endothelial to mesenchymal transition)"
"1561","C_1561","Endothelial cell (endothelial to mesenchymal transition)"
"1562","C_1562","Endothelial cell (endothelial to mesenchymal transition)"
"1563","C_1563","Endothelial cell (endothelial to mesenchymal transition)"
"1564","C_1564","Endothelial cell (endothelial to mesenchymal transition)"
"1565","C_1565","Endothelial cell (endothelial to mesenchymal transition)"
"1566","C_1566","Endothelial cell (endothelial to mesenchymal transition)"
"1567","C_1567","Endothelial cell (endothelial to mesenchymal transition)"
"1568","C_1568","Endothelial cell (endothelial to mesenchymal transition)"
"1569","C_1569","Endothelial cell (endothelial to mesenchymal transition)"
"1570","C_1570","Endothelial cell (endothelial to mesenchymal transition)"
"1571","C_1571","Endothelial cell (endothelial to mesenchymal transition)"
"1572","C_1572","Endothelial cell (endothelial to mesenchymal transition)"
"1573","C_1573","Endothelial cell (endothelial to mesenchymal transition)"
"1574","C_1574","AT2 cell"
"1575","C_1575","Endothelial cell (endothelial to mesenchymal transition)"
"1576","C_1576","Smooth muscle cell"
"1577","C_1577","Endothelial cell (endothelial to mesenchymal transition)"
"1578","C_1578","Endothelial cell (endothelial to mesenchymal transition)"
"1579","C_1579","Endothelial cell (endothelial to mesenchymal transition)"
"1580","C_1580","Endothelial cell (endothelial to mesenchymal transition)"
"1581","C_1581","Endothelial cell (endothelial to mesenchymal transition)"
"1582","C_1582","Endothelial cell (endothelial to mesenchymal transition)"
"1583","C_1583","Endothelial cell (endothelial to mesenchymal transition)"
"1584","C_1584","Endothelial cell (endothelial to mesenchymal transition)"
"1585","C_1585","Endothelial cell (endothelial to mesenchymal transition)"
"1586","C_1586","Endothelial cell (endothelial to mesenchymal transition)"
"1587","C_1587","Endothelial cell (endothelial to mesenchymal transition)"
"1588","C_1588","Endothelial cell (endothelial to mesenchymal transition)"
"1589","C_1589","Endothelial cell (endothelial to mesenchymal transition)"
"1590","C_1590","Endothelial cell (endothelial to mesenchymal transition)"
"1591","C_1591","Endothelial cell (endothelial to mesenchymal transition)"
"1592","C_1592","Endothelial cell (endothelial to mesenchymal transition)"
"1593","C_1593","Endothelial cell (endothelial to mesenchymal transition)"
"1594","C_1594","Endothelial cell"
"1595","C_1595","Endothelial cell (endothelial to mesenchymal transition)"
"1596","C_1596","AT2 cell"
"1597","C_1597","Endothelial cell (endothelial to mesenchymal transition)"
"1598","C_1598","Endothelial cell (endothelial to mesenchymal transition)"
"1599","C_1599","Endothelial cell (endothelial to mesenchymal transition)"
"1600","C_1600","Endothelial cell (endothelial to mesenchymal transition)"
"1601","C_1601","Endothelial cell (endothelial to mesenchymal transition)"
"1602","C_1602","AT2 cell"
"1603","C_1603","Endothelial cell (endothelial to mesenchymal transition)"
"1604","C_1604","Endothelial cell (endothelial to mesenchymal transition)"
"1605","C_1605","Endothelial cell (endothelial to mesenchymal transition)"
"1606","C_1606","Fetal mesenchymal progenitor"
"1607","C_1607","Endothelial cell (endothelial to mesenchymal transition)"
"1608","C_1608","Endothelial cell (APC)"
"1609","C_1609","Endothelial cell (APC)"
"1610","C_1610","Fetal mesenchymal progenitor"
"1611","C_1611","Endothelial cell (endothelial to mesenchymal transition)"
"1612","C_1612","Stromal cell"
"1613","C_1613","Endothelial cell (endothelial to mesenchymal transition)"
"1614","C_1614","Endothelial cell (endothelial to mesenchymal transition)"
"1615","C_1615","Endothelial cell (endothelial to mesenchymal transition)"
"1616","C_1616","Endothelial cell (endothelial to mesenchymal transition)"
"1617","C_1617","Endothelial cell (endothelial to mesenchymal transition)"
"1618","C_1618","Stromal cell"
"1619","C_1619","Endothelial cell (endothelial to mesenchymal transition)"
"1620","C_1620","Stromal cell"
"1621","C_1621","Endothelial cell (endothelial to mesenchymal transition)"
"1622","C_1622","Endothelial cell (endothelial to mesenchymal transition)"
"1623","C_1623","Fetal mesenchymal progenitor"
"1624","C_1624","Endothelial cell (endothelial to mesenchymal transition)"
"1625","C_1625","Endothelial cell (endothelial to mesenchymal transition)"
"1626","C_1626","Stromal cell"
"1627","C_1627","Endothelial cell (endothelial to mesenchymal transition)"
"1628","C_1628","Endothelial cell (endothelial to mesenchymal transition)"
"1629","C_1629","Endothelial cell (endothelial to mesenchymal transition)"
"1630","C_1630","Endothelial cell (endothelial to mesenchymal transition)"
"1631","C_1631","Fetal mesenchymal progenitor"
"1632","C_1632","Endothelial cell (endothelial to mesenchymal transition)"
"1633","C_1633","Endothelial cell (endothelial to mesenchymal transition)"
"1634","C_1634","Endothelial cell (endothelial to mesenchymal transition)"
"1635","C_1635","Endothelial cell (endothelial to mesenchymal transition)"
"1636","C_1636","Endothelial cell (endothelial to mesenchymal transition)"
"1637","C_1637","Endothelial cell (endothelial to mesenchymal transition)"
"1638","C_1638","Endothelial cell (endothelial to mesenchymal transition)"
"1639","C_1639","Endothelial cell (endothelial to mesenchymal transition)"
"1640","C_1640","Stromal cell"
"1641","C_1641","Endothelial cell (endothelial to mesenchymal transition)"
"1642","C_1642","Endothelial cell (endothelial to mesenchymal transition)"
"1643","C_1643","Endothelial cell (endothelial to mesenchymal transition)"
"1644","C_1644","Endothelial cell (endothelial to mesenchymal transition)"
"1645","C_1645","Stromal cell"
"1646","C_1646","Endothelial cell (endothelial to mesenchymal transition)"
"1647","C_1647","AT2 cell"
"1648","C_1648","Endothelial cell (endothelial to mesenchymal transition)"
"1649","C_1649","Endothelial cell (endothelial to mesenchymal transition)"
"1650","C_1650","Fibroblast"
"1651","C_1651","Stromal cell"
"1652","C_1652","Endothelial cell (endothelial to mesenchymal transition)"
"1653","C_1653","Endothelial cell (endothelial to mesenchymal transition)"
"1654","C_1654","Endothelial cell (endothelial to mesenchymal transition)"
"1655","C_1655","Endothelial cell (endothelial to mesenchymal transition)"
"1656","C_1656","Endothelial cell (endothelial to mesenchymal transition)"
"1657","C_1657","Endothelial cell (endothelial to mesenchymal transition)"
"1658","C_1658","Endothelial cell (endothelial to mesenchymal transition)"
"1659","C_1659","Endothelial cell (endothelial to mesenchymal transition)"
"1660","C_1660","Endothelial cell (endothelial to mesenchymal transition)"
"1661","C_1661","Endothelial cell (endothelial to mesenchymal transition)"
"1662","C_1662","AT2 cell"
"1663","C_1663","Endothelial cell (endothelial to mesenchymal transition)"
"1664","C_1664","Endothelial cell (endothelial to mesenchymal transition)"
"1665","C_1665","Endothelial cell (endothelial to mesenchymal transition)"
"1666","C_1666","Endothelial cell (endothelial to mesenchymal transition)"
"1667","C_1667","Endothelial cell (endothelial to mesenchymal transition)"
"1668","C_1668","Fibroblast"
"1669","C_1669","Endothelial cell (endothelial to mesenchymal transition)"
"1670","C_1670","Endothelial cell (endothelial to mesenchymal transition)"
"1671","C_1671","Endothelial cell (endothelial to mesenchymal transition)"
"1672","C_1672","Endothelial cell (endothelial to mesenchymal transition)"
"1673","C_1673","Endothelial cell (endothelial to mesenchymal transition)"
"1674","C_1674","Fibroblast"
"1675","C_1675","Fibroblast"
"1676","C_1676","Endothelial cell (endothelial to mesenchymal transition)"
"1677","C_1677","Endothelial cell (endothelial to mesenchymal transition)"
"1678","C_1678","Endothelial cell (endothelial to mesenchymal transition)"
"1679","C_1679","Epithelial cell"
"1680","C_1680","Endothelial cell (endothelial to mesenchymal transition)"
"1681","C_1681","Endothelial cell (endothelial to mesenchymal transition)"
"1682","C_1682","AT2 cell"
"1683","C_1683","AT2 cell"
"1684","C_1684","Endothelial cell (endothelial to mesenchymal transition)"
"1685","C_1685","Endothelial cell (endothelial to mesenchymal transition)"
"1686","C_1686","Endothelial cell (endothelial to mesenchymal transition)"
"1687","C_1687","Endothelial cell (endothelial to mesenchymal transition)"
"1688","C_1688","Endothelial cell (endothelial to mesenchymal transition)"
"1689","C_1689","Endothelial cell (endothelial to mesenchymal transition)"
"1690","C_1690","Endothelial cell (endothelial to mesenchymal transition)"
"1691","C_1691","Stromal cell"
"1692","C_1692","Endothelial cell (endothelial to mesenchymal transition)"
"1693","C_1693","Endothelial cell (endothelial to mesenchymal transition)"
"1694","C_1694","Endothelial cell (endothelial to mesenchymal transition)"
"1695","C_1695","Endothelial cell (APC)"
"1696","C_1696","Endothelial cell (endothelial to mesenchymal transition)"
"1697","C_1697","Endothelial cell (endothelial to mesenchymal transition)"
"1698","C_1698","Endothelial cell (endothelial to mesenchymal transition)"
"1699","C_1699","Stromal cell"
"1700","C_1700","Endothelial cell (endothelial to mesenchymal transition)"
"1701","C_1701","Endothelial cell (endothelial to mesenchymal transition)"
"1702","C_1702","Endothelial cell (endothelial to mesenchymal transition)"
"1703","C_1703","Endothelial cell (endothelial to mesenchymal transition)"
"1704","C_1704","Endothelial cell (endothelial to mesenchymal transition)"
"1705","C_1705","Endothelial cell (endothelial to mesenchymal transition)"
"1706","C_1706","Endothelial cell (endothelial to mesenchymal transition)"
"1707","C_1707","Endothelial cell (endothelial to mesenchymal transition)"
"1708","C_1708","Stromal cell"
"1709","C_1709","Endothelial cell (endothelial to mesenchymal transition)"
"1710","C_1710","Endothelial cell (endothelial to mesenchymal transition)"
"1711","C_1711","Endothelial cell (endothelial to mesenchymal transition)"
"1712","C_1712","Fetal mesenchymal progenitor"
"1713","C_1713","Endothelial cell (endothelial to mesenchymal transition)"
"1714","C_1714","Endothelial cell (endothelial to mesenchymal transition)"
"1715","C_1715","Endothelial cell (endothelial to mesenchymal transition)"
"1716","C_1716","Endothelial cell (endothelial to mesenchymal transition)"
"1717","C_1717","Endothelial cell (endothelial to mesenchymal transition)"
"1718","C_1718","Endothelial cell (endothelial to mesenchymal transition)"
"1719","C_1719","Endothelial cell (endothelial to mesenchymal transition)"
"1720","C_1720","Fetal mesenchymal progenitor"
"1721","C_1721","AT2 cell"
"1722","C_1722","Endothelial cell (endothelial to mesenchymal transition)"
"1723","C_1723","Endothelial cell (endothelial to mesenchymal transition)"
"1724","C_1724","Fetal mesenchymal progenitor"
"1725","C_1725","Endothelial cell (endothelial to mesenchymal transition)"
"1726","C_1726","Smooth muscle cell"
"1727","C_1727","Endothelial cell (endothelial to mesenchymal transition)"
"1728","C_1728","Endothelial cell (endothelial to mesenchymal transition)"
"1729","C_1729","Endothelial cell (endothelial to mesenchymal transition)"
"1730","C_1730","Fetal mesenchymal progenitor"
"1731","C_1731","Endothelial cell (endothelial to mesenchymal transition)"
"1732","C_1732","Endothelial cell (endothelial to mesenchymal transition)"
"1733","C_1733","Endothelial cell (endothelial to mesenchymal transition)"
"1734","C_1734","Endothelial cell (endothelial to mesenchymal transition)"
"1735","C_1735","Endothelial cell (endothelial to mesenchymal transition)"
"1736","C_1736","Endothelial cell (endothelial to mesenchymal transition)"
"1737","C_1737","Endothelial cell (endothelial to mesenchymal transition)"
"1738","C_1738","Endothelial cell (endothelial to mesenchymal transition)"
"1739","C_1739","Endothelial cell (endothelial to mesenchymal transition)"
"1740","C_1740","Endothelial cell (endothelial to mesenchymal transition)"
"1741","C_1741","Endothelial cell (endothelial to mesenchymal transition)"
"1742","C_1742","Endothelial cell (endothelial to mesenchymal transition)"
"1743","C_1743","Endothelial cell (endothelial to mesenchymal transition)"
"1744","C_1744","Endothelial cell (endothelial to mesenchymal transition)"
"1745","C_1745","Endothelial cell (endothelial to mesenchymal transition)"
"1746","C_1746","Endothelial cell (endothelial to mesenchymal transition)"
"1747","C_1747","Endothelial cell (endothelial to mesenchymal transition)"
"1748","C_1748","Endothelial cell (endothelial to mesenchymal transition)"
"1749","C_1749","AT2 cell"
"1750","C_1750","Stromal cell"
"1751","C_1751","Endothelial cell (endothelial to mesenchymal transition)"
"1752","C_1752","Endothelial cell"
"1753","C_1753","Endothelial cell (endothelial to mesenchymal transition)"
"1754","C_1754","Endothelial cell (endothelial to mesenchymal transition)"
"1755","C_1755","Endothelial cell (APC)"
"1756","C_1756","Endothelial cell (endothelial to mesenchymal transition)"
"1757","C_1757","Endothelial cell (endothelial to mesenchymal transition)"
"1758","C_1758","Endothelial cell (endothelial to mesenchymal transition)"
"1759","C_1759","AT2 cell"
"1760","C_1760","AT2 cell"
"1761","C_1761","Endothelial cell"
"1762","C_1762","Endothelial cell (endothelial to mesenchymal transition)"
"1763","C_1763","Endothelial cell (endothelial to mesenchymal transition)"
"1764","C_1764","Endothelial cell (endothelial to mesenchymal transition)"
"1765","C_1765","AT2 cell"
"1766","C_1766","Endothelial cell (endothelial to mesenchymal transition)"
"1767","C_1767","Endothelial cell (endothelial to mesenchymal transition)"
"1768","C_1768","Endothelial cell (endothelial to mesenchymal transition)"
"1769","C_1769","Stromal cell"
"1770","C_1770","Endothelial cell (endothelial to mesenchymal transition)"
"1771","C_1771","AT2 cell"
"1772","C_1772","Endothelial cell (endothelial to mesenchymal transition)"
"1773","C_1773","Endothelial cell (APC)"
"1774","C_1774","Endothelial cell (APC)"
"1775","C_1775","Endothelial cell (APC)"
"1776","C_1776","Endothelial cell (APC)"
"1777","C_1777","Endothelial cell (APC)"
"1778","C_1778","Endothelial cell (APC)"
"1779","C_1779","AT2 cell"
"1780","C_1780","Endothelial cell (APC)"
"1781","C_1781","Endothelial cell (APC)"
"1782","C_1782","Endothelial cell (APC)"
"1783","C_1783","Endothelial cell (APC)"
"1784","C_1784","Endothelial cell (APC)"
"1785","C_1785","Endothelial cell (APC)"
"1786","C_1786","Endothelial cell (APC)"
"1787","C_1787","Endothelial cell (APC)"
"1788","C_1788","Endothelial cell (APC)"
"1789","C_1789","Endothelial cell (APC)"
"1790","C_1790","AT2 cell"
"1791","C_1791","Endothelial cell (APC)"
"1792","C_1792","Endothelial cell (APC)"
"1793","C_1793","AT2 cell"
"1794","C_1794","Endothelial cell (APC)"
"1795","C_1795","Endothelial cell (APC)"
"1796","C_1796","Endothelial cell (APC)"
"1797","C_1797","Endothelial cell (APC)"
"1798","C_1798","Endothelial cell (APC)"
"1799","C_1799","Endothelial cell (APC)"
"1800","C_1800","Endothelial cell (APC)"
"1801","C_1801","Endothelial cell (APC)"
"1802","C_1802","Endothelial cell (APC)"
"1803","C_1803","Endothelial cell (APC)"
"1804","C_1804","Endothelial cell (APC)"
"1805","C_1805","Endothelial cell (APC)"
"1806","C_1806","Endothelial cell (APC)"
"1807","C_1807","Endothelial cell (endothelial to mesenchymal transition)"
"1808","C_1808","Endothelial cell (APC)"
"1809","C_1809","Endothelial cell (APC)"
"1810","C_1810","Endothelial cell (APC)"
"1811","C_1811","Endothelial cell (APC)"
"1812","C_1812","Endothelial cell (APC)"
"1813","C_1813","Endothelial cell (APC)"
"1814","C_1814","AT2 cell"
"1815","C_1815","Endothelial cell (APC)"
"1816","C_1816","Endothelial cell (APC)"
"1817","C_1817","Endothelial cell (APC)"
"1818","C_1818","Endothelial cell (APC)"
"1819","C_1819","Endothelial cell (APC)"
"1820","C_1820","Endothelial cell (APC)"
"1821","C_1821","Endothelial cell (APC)"
"1822","C_1822","Endothelial cell (APC)"
"1823","C_1823","Endothelial cell (APC)"
"1824","C_1824","Endothelial cell (APC)"
"1825","C_1825","Endothelial cell (APC)"
"1826","C_1826","Endothelial cell (APC)"
"1827","C_1827","Endothelial cell (APC)"
"1828","C_1828","Endothelial cell (APC)"
"1829","C_1829","Endothelial cell (APC)"
"1830","C_1830","Endothelial cell (APC)"
"1831","C_1831","Endothelial cell (APC)"
"1832","C_1832","Endothelial cell (APC)"
"1833","C_1833","Endothelial cell (APC)"
"1834","C_1834","Endothelial cell (APC)"
"1835","C_1835","Endothelial cell (APC)"
"1836","C_1836","Endothelial cell (APC)"
"1837","C_1837","Endothelial cell (APC)"
"1838","C_1838","Endothelial cell (APC)"
"1839","C_1839","Endothelial cell (APC)"
"1840","C_1840","Endothelial cell (APC)"
"1841","C_1841","Endothelial cell (APC)"
"1842","C_1842","Endothelial cell (APC)"
"1843","C_1843","Endothelial cell (APC)"
"1844","C_1844","Endothelial cell (APC)"
"1845","C_1845","Endothelial cell (APC)"
"1846","C_1846","Endothelial cell (APC)"
"1847","C_1847","Endothelial cell (APC)"
"1848","C_1848","Endothelial cell (APC)"
"1849","C_1849","Endothelial cell (APC)"
"1850","C_1850","Endothelial cell (APC)"
"1851","C_1851","Endothelial cell (endothelial to mesenchymal transition)"
"1852","C_1852","AT2 cell"
"1853","C_1853","Endothelial cell (APC)"
"1854","C_1854","Endothelial cell (APC)"
"1855","C_1855","Endothelial cell (APC)"
"1856","C_1856","Endothelial cell (APC)"
"1857","C_1857","Endothelial cell (APC)"
"1858","C_1858","Endothelial cell (APC)"
"1859","C_1859","Endothelial cell (APC)"
"1860","C_1860","Endothelial cell (APC)"
"1861","C_1861","Endothelial cell (APC)"
"1862","C_1862","Endothelial cell (APC)"
"1863","C_1863","Endothelial cell (APC)"
"1864","C_1864","Endothelial cell (APC)"
"1865","C_1865","Endothelial cell (APC)"
"1866","C_1866","Endothelial cell (APC)"
"1867","C_1867","Endothelial cell (APC)"
"1868","C_1868","Endothelial cell (APC)"
"1869","C_1869","Endothelial cell (APC)"
"1870","C_1870","Endothelial cell (APC)"
"1871","C_1871","Endothelial cell (APC)"
"1872","C_1872","Endothelial cell (APC)"
"1873","C_1873","Endothelial cell (APC)"
"1874","C_1874","Endothelial cell (APC)"
"1875","C_1875","Endothelial cell (APC)"
"1876","C_1876","Endothelial cell (APC)"
"1877","C_1877","Endothelial cell (APC)"
"1878","C_1878","Endothelial cell (APC)"
"1879","C_1879","Endothelial cell (APC)"
"1880","C_1880","Endothelial cell (APC)"
"1881","C_1881","Endothelial cell (APC)"
"1882","C_1882","Endothelial cell (APC)"
"1883","C_1883","Endothelial cell (APC)"
"1884","C_1884","Endothelial cell (APC)"
"1885","C_1885","Endothelial cell (APC)"
"1886","C_1886","Endothelial cell (APC)"
"1887","C_1887","Endothelial cell (APC)"
"1888","C_1888","Endothelial cell (APC)"
"1889","C_1889","Endothelial cell (APC)"
"1890","C_1890","Endothelial cell (APC)"
"1891","C_1891","Endothelial cell (APC)"
"1892","C_1892","Endothelial cell (APC)"
"1893","C_1893","Endothelial cell (APC)"
"1894","C_1894","Endothelial cell (APC)"
"1895","C_1895","Endothelial cell (APC)"
"1896","C_1896","Endothelial cell (APC)"
"1897","C_1897","Endothelial cell (APC)"
"1898","C_1898","Endothelial cell (APC)"
"1899","C_1899","Endothelial cell (APC)"
"1900","C_1900","Endothelial cell (APC)"
"1901","C_1901","Endothelial cell (APC)"
"1902","C_1902","Endothelial cell (APC)"
"1903","C_1903","Endothelial cell (APC)"
"1904","C_1904","Endothelial cell (APC)"
"1905","C_1905","Endothelial cell (APC)"
"1906","C_1906","Endothelial cell (APC)"
"1907","C_1907","Endothelial cell (APC)"
"1908","C_1908","Endothelial cell (APC)"
"1909","C_1909","Endothelial cell (APC)"
"1910","C_1910","Endothelial cell (APC)"
"1911","C_1911","Endothelial cell (APC)"
"1912","C_1912","Endothelial cell (APC)"
"1913","C_1913","Endothelial cell (APC)"
"1914","C_1914","Endothelial cell (APC)"
"1915","C_1915","Endothelial cell (APC)"
"1916","C_1916","Endothelial cell (APC)"
"1917","C_1917","AT2 cell"
"1918","C_1918","Endothelial cell (APC)"
"1919","C_1919","Endothelial cell (APC)"
"1920","C_1920","Endothelial cell (APC)"
"1921","C_1921","Endothelial cell (APC)"
"1922","C_1922","Endothelial cell (APC)"
"1923","C_1923","Endothelial cell (APC)"
"1924","C_1924","Endothelial cell (APC)"
"1925","C_1925","Endothelial cell (APC)"
"1926","C_1926","Endothelial cell (APC)"
"1927","C_1927","Endothelial cell (APC)"
"1928","C_1928","Endothelial cell (APC)"
"1929","C_1929","Endothelial cell (APC)"
"1930","C_1930","Endothelial cell (APC)"
"1931","C_1931","Endothelial cell (APC)"
"1932","C_1932","Endothelial cell (APC)"
"1933","C_1933","Endothelial cell (APC)"
"1934","C_1934","Endothelial cell (APC)"
"1935","C_1935","Endothelial cell (APC)"
"1936","C_1936","Endothelial cell (APC)"
"1937","C_1937","Endothelial cell (APC)"
"1938","C_1938","Endothelial cell (APC)"
"1939","C_1939","Endothelial cell (APC)"
"1940","C_1940","Endothelial cell (APC)"
"1941","C_1941","Endothelial cell (APC)"
"1942","C_1942","Endothelial cell (APC)"
"1943","C_1943","Endothelial cell (APC)"
"1944","C_1944","Endothelial cell (APC)"
"1945","C_1945","Endothelial cell (APC)"
"1946","C_1946","Endothelial cell (APC)"
"1947","C_1947","Endothelial cell (APC)"
"1948","C_1948","Dendritic cell"
"1949","C_1949","Endothelial cell (APC)"
"1950","C_1950","Endothelial cell (APC)"
"1951","C_1951","Endothelial cell (APC)"
"1952","C_1952","Endothelial cell (APC)"
"1953","C_1953","Endothelial cell (APC)"
"1954","C_1954","Endothelial cell (APC)"
"1955","C_1955","Endothelial cell (APC)"
"1956","C_1956","Endothelial cell (APC)"
